sentence	label
Mere ko poora vishwas tha ki modi ji 364 se kam seat nahi ayengi magar 354 ayi mujhe bahut khushi huyi ki bolne or … https//t.co/y8A59tMvxX	positive
@ narendramodi mai hriday se cangrechulation byakt kartahu har nahi manunga rar nahi thanunga bal ke kapal pe likht … https//t.co/7lUGrC03zV	positive
RT @ anjaliicreation F to Ahmad acha batao Ahmad voh ladka jyada pyara hai yaa main Ahmad Aap F hehehe B voh jab Mahira ko jyada pyari … 	neutral
@ Hussain _ NSharif @ MaryamNSharif To BC tu or Mera baap loot k kha Gaye hain . Un paiso main se he sahe in k help kar de . Bublo k bacha 	positive
@ TOIIndiaNews Iski kuttey ki aanewali naslein waise hi apna munh chhupayeingi Jaise Mir Jafar ki naslein chhupatin … https//tco/REqJN1cZIT	negative
Picture of the day ... Proud Mother .. Ek Maa ke liye isse jaada Gaurav ka chan nhi aa sakta jeevan me ... Naman hai ais … https//t.co/v6qeoQNrnV	positive
@ bhaiyyajispeaks @ sherryontopp @ sherryontopp resign nahin karega ... usey gaan # par laat maarkar bahar kiya jaayega . 	negative
@ khushsundar Good morning Akka 💐💐 Happy Sunday 🙏🙏 https//t.co/qXSHoIzPAG	positive
@ nikhildadhich @ AmitShah Mujha asa lag Raha ha hum # Bjp wala yen logo Ko social media pa v aana band karwa dega ... y … https//t.co/VsOUkeHQmk	negative
RT @ cloudyyxp _ My favorite vieo is harem shak Funy man dance happy ) 	positive
@ manakgupta Summer vocation pe ja rhe sare itly 😅 	neutral
# UPA k sabhi dal dhiyan de agar EVM par sandeh hai to aap har savikar karen awor na hi jeet # EVM K virudh Bharat … https//t.co/J4D9J2LIcq	neutral
@ BreakingTUBE @ dilipjain1979 @ myogiadityanath @ UPGovt @ CMOfficeUP Sarkar Kam Saadi vyaha karana Nahi hai Samaj Ka hai 	negative
RT @ drnavals1 @ Gurmeetramrahim Good morning papa ji bless me sewa simran Parmarth 🙏 💞 💖 🙏 💞 💖 🙏 # ContentWithOneSaysStRamRahim https//t…	positive
RT @ TXT _ bighit We ’ re so excited to perform tonight at the @ iHeartRadio # WangoTango ! The show starts at 7pm PT only on https//t.co/1ZVZK6v…	positive
# sarfarazAhmed wah wah wah captain dil jeet Liya apna national dress pehen kar 👏👏👏👏 make us more proud sarfaraz # WeHaveWEWill # CWC19 	positive
@ narendramodi Namastey Sir 🙏🙏🙏 Heartily Congratulations on your 2nd Swearing-in Ceremony ... Arun Kanduri from Visakhapatnam ..🙏🙏🙏 	positive
Chaal Gazab Hai Full Video Song | Jannat Zubair | Chaal Gajab hai Jannat ... https//t.co/eEj71qSi6Tvia@YouTube	neutral
@ NaDrvetu @ BanKulen A lakiranje noktiju nije the thing niti stvar 😋 	neutral
RT @ iamcardib I dead wanna cry ’) of happiness tho of course . I can ’ t thank ya enough for the love and support ’) . Other artist drop songs … 	positive
@ SurendraRLD @ jayantrld Aap jo bhi hai bhasha thik karo mahashay . Haar jeet jeevan ka ek hissa hai . Dont loose your temper . Be cool .... 	positive
@ followaanchal hate ka level kamre tak pahunch chuka hai 😂😂🤣🤣🤣 https//tco/qsxJ9MKxBU	negative
@_ iJassss @ jordan10RK Sabke saath karta hai ye 😂😂 Main ye soch ke fb nhi diya ki iska or apna idols ka koi match nh … https//t.co/1ACiRwXEsq	neutral
@ SirPareshRawal Many Happy Returns of the Day Bhagwan Aapko lambi Aayu de 	positive
Salman khan to Media Hum Tum me etne Chhed Karenge ki tum confuse hojayoge paise le k article chaape ki nahi # PaidMediaCantHarmSALMAN 	negative
@ 08fahad _ khan @ ZedsDeadb Abe pagal hm kisi mandir ke same jaake nahi chillate ki khoon se tilak lagayene goliyon se … https//tco/iIQKZYqxd3	negative
RT @ satgurukimeera @ tyagi40 @ Ajita _ Bansal12 # Dhan _ Dhan _ Satguru _ Tera _ Hi _ Aasra Dr . bhayi ji Msg bless you . https//t.co/APvbvifZMr	positive
@ vikasbha Kaisa pagal journalist hai ye itna bhi nahi pata ke ye ek fake footage hai 🤣 	negative
Nai rajya sarkar banana usmen awsya hi bjp mla ko kharidegi to bjp ki niyat par bhi janta men awiswas phelega isliy … https//tco/UJgxrqlxgF	neutral
Ex cricketer sikandar bhakt abhi Teri aukat nahi hai Pakistan team ko judge karne ki Jada apne aapko judge mat mat … https//t.co/lwOe9tRgzp	negative
Love you Bapa Jaan # HBD _ ilyasAttarQadri # HBDilyasQadri Allah Apne Habib ke Sadqe Aapka Saya Humare Saroo Pe Qaim … https//t.co/ybdwZ6EVKE	positive
@ 3pGUJm1GyHRgdTU @ sardanarohit Hindu Muslim bhai bhai to hindu bankar ye saale mc mulle jihadi apni hi baheno ka ra … https//tco/ohyX9LVOZ6	negative
Nahi matlab kyun yeh galat fehmi ka shikar hain log kay wo galian dety huay barey swagger lag rhy hoty hain 😑 	negative
@ Trellecres @ aapkadharam @ vineets12277789 @ namberdar1616 Bilkul shi dont need sorry sir ke muh se love you achcha l … https//t.co/Ha5hvNIErT	positive
@ faraz _ riz I wanna be a lawyer !!! Fuck you pussy 	negative
@ SHABAZGIL @ asif _ na88 Ns ka nazria hi vote ko izat do mgr jaly Dr ye tery smjh m nahi aega . Ab ye corruption ka j … https//t.co/bQmyXe2cfU	negative
@ JM _ Scindia @ sherryontopp Yeh Zhandu tumko bhi le doodba Raja Saab ... You still have time .. join BJP . Don't you feel a … https//t.co/9qEHMmiCWm	negative
@ AmitShah @ alokbehera @ narendramodi Desh ko aap jaise greah mantri ki jarurat h .. Aap pe Pura desh bhrosa krta h … https//t.co/sNQsWUDyTS	positive
Bina manjil ke jine valo ki zindagi murdo se bhi btr hoti hai uske marne aur jine se is duniya ko koi pharak nhi pa … https//t.co/qgDu44Ia7a	negative
@ Mr _ SK _ Gamer Sab maa ki chut hi hoti h be chaman chutiye lagta h tu gand ki paida war h 💯😂😂 Kyu ki teri maa ki c … https//t.co/9mMnPs2Ttz	negative
RT @ kirtiketan @ Ashishray89 @ vivekoberoi Log kaise hein ... Bandey ko openly free vote nahi dete aur itna paisa deke PVR mein mvi dekhne ja … 	negative
Follow him @ iM _ Saifii Interactive Good tweets Follow back 💯 Plis follow @ iM _ Saifii 	neutral
Kohinoor Super Value Basmati Rice ( 5 KG ) at Just Rs . 450 Super Reviews 👌👌👌 Link https//t.co/4yCkaHLYQO	positive
RT @ bharti201190 # SaturdayMotivation Shri Nanak Sahib ji himself in the Amritvani of Mehla Pehla accepts that he met his Guru in the form … 	positive
@ get2najeeb @ SarfarazA _ 54 Shoaib ne galt nhi bola sarfraz waqai mota hogya hai inko agr cricket khelni to fit rakhna hoga khud ko 	negative
@ Rshams @ imMAK02 Modi be inko aisehi chowkidar Nahi banaya tha 😂😂😂😂 yeh uski rakhwali karne har jagah pahoch jaate hai 😈😈😈 	negative
RT @ f5ba5030514d4e3 @ RifatJawaid @ lubnaurifat Haar k bhi congressi ne paise diye so nice of them 😊 	neutral
@ awasthis @ RahulGandhi @ INCIndia Maa aakhir Maa hoti hai Kitna bhi nalayak etc ho to bhi wah Maa ke liye Lal hai .… https//t.co/keUUCuQvsw	negative
@ SilenceWhisper9 aisa hona nahi Chahi ay magar yeh Police bhi kisi say Kam nahi . Ham bhi aksar in ko Sarkon per kis … https//t.co/fgtLUULxsN	negative
Chahun mai ye chahun Dil se mai ye chahun Dragon ke sath ud kar Dur desh chale jau https//t.co/L1EXKYkznB	neutral
This is call a proper squad training yappi but sorry live nahi kr paya q ki net khatm ho gya yaro 	neutral
@ itahasafdar They didn't even put that effort to win . Niyat hi nahi thi Disappointment 	negative
@ jigneshmevani80 @ dgpgujarat @ AhmedabadPolice U r right but kukurmutto ki tarah khali baris me mat nikla karo .. 	negative
RT @ ArijitTm Here's the full song ! Song - # TujheKitnaChahneLage Singer - # ArijitSingh Film - # KabirSingh Download Link - https//t.co/qS7i…	neutral
@ MMajeedbaloch @ ZehriiiBaloch Haha so funny sarfaraz ka aokat sab k samny hai ap usy hathi samj rahy hen 😂 	negative
RT @ arjunk26 Sir aap aaye aur achi bhi lagi sone pe suhaga !!!! Means a lot sir genuinely ur call in the morning made my day https…	positive
Bohot Bohot Shubho kamaye Modi sir ......... Ea Bharat Des ko appka Jarurat ha ........... https//t.co/qky0bnAbY9	positive
@ CNBC _ Awaaz Sir you are claiming credit when 1 or 2 stocks hit your target but when McLeod Russell like cases you … https//t.co/rhArhfxSFR	neutral
I see you're less active on twitter lately Mind if I ask why ? Your tweets are wholesome and I miss them — Yeah Aa … https//tco/hKA0ch6eym	positive
@ awaheedmurad Yeh woh hrami hai jo tv pr aa k pehly drood shreef prta r phir bri bgyrti se jhoot pr jhoot bkta 	neutral
@ abpnewshindi @ RahulGandhi Sale Congressi sansad kam karne nahi dusro ka kam kharab karne jate hai Sansad ka kam r … https//t.co/XYmNaTsZBO	negative
RT @ hiranimeera Now when I hear “ lag ja gale ke phir yeh haseen raat ho na ho shayad phir iss janam mein mulakat ho na ho ” i feel it ) 	neutral
@ MamataOfficial jai shree RAM . Jai shree balaji ki . Jai shree Gurudev Bhagwan jagatguru Rambhdracharya me DURGARAM … https//t.co/KoUxJ5buBA	neutral
Ye vohi log hai jab indo pak outrage Mai Bollywood ko lame bolte hai Bhadwe https//tco/b5BS6801vG	negative
@ Ra _ THORe @ IndiaSports @ Media _ SAI @ KirenRijiju You will still be the best Sports minister of India . Khelo India to S … https//t.co/MzqQ4kjT9j	neutral
RT @ BeingSalmanKhan Thank you my fans for all the love - Apka # Bharat https//tco/hdg02hVtDe	positive
@ MamataUnofficia oy chit fund chor jai sriram ramram kia kar mox hogi nahi sayd tu alla ho akbar karegi modi ko gal … https//t.co/5e547byzvY	negative
RT @148023 Bhout khub sir song of the year main apke home town malerkotla se https//tco/GRpXbI4NZ5	positive
@ narendramodi SHRIMAAN MODI JI NAMASKAAR JI PAHACHANO APNEY PARAM MITRA MOHANPAL PANDIT JI VILLAGE MAWAI FARIDABAD … https//tco/K6K16R3drF	neutral
@ kiemsejeonq there's no santet here in Korea thak you 	neutral
RT @ pirate _ knightk @ sachinpatwa24 @ ANI India sabse pichda desh ban jayega fir b bhakt bolenge we are on right path 😂😂😂 	neutral
@ JoRo _ NFL we both know bpa means many things . best player at position of need or best player at position of value .… https//t.co/lIehmEBxH9	neutral
@ NayakRagini @ RahulGandhi Aj apka yeh tweet danik jagran main be ayaa h gud work gud thinking # incindia 	positive
@ RahulGandhi jo jo media wale BJP ki bhakti karrahehe un sub tv pe congress ki prabaktaon ko bhejna band kardijiye … https//t.co/KT9aG6jRC5	negative
@ lovetonyrawrxd HI HIL OMG URE SO SWEEY THANK U I LOVE U GORGEOUS 	positive
@ zainabsikander So the agenda was not Congress lao but Modi hatao . Now who was spreading hate u tell me . 	negative
@ Ankitaker2 chor yaar if u have really supported then main akela to negativity nahi faila sakta if u have reall … https//t.co/CvRiGTgAwR	negative
@ rssurjewala Aapko sharm nahi aati ? congress ko iss haal main aap jaise leaders nahi pahuchaya hainagar zara si Sha … https//t.co/Pr8Sghc4mE	negative
@_ Murad _ saeed Bohat behtareen bat ki Ali Muhammad bhai ne . Yeh bilawal jo bakwas kar rha hy yeh khabees najaiz olad … https//t.co/5UBkiNFEaS	neutral
@ vaishali _ 45 chup ho ja .. har baar troll mat kiya kar . imran bhai ne 100% bole 105% de diya ladko ne . inshallah boys played well . 	positive
@ Sanjay _ Dixit @ BharatDharma Baki teen nam nahi dekha ? Dharmnath Gupta Ramchandra and Golu .. there is a news all of them bjp karyakartas 	neutral
@ yadavtejashwi Ghotale ke siwa kiya he kya unhone ? Waise results Mubarak ho aap Ko & aapke bhai Akhilesh & Raul Vinci Ko . 	negative
@ SanjayDhotreMP @ narendramodi @ AmitShah Best wishes ... Achche din for everyone ... 	positive
agar hindu congress aur kisi left partyko vote denge to secularism kayam raha . agar hinduyon ne bjp aur modi ke upar … https//t.co/BDAn0GHt6O	neutral
@ atulreellife @ Bharat _ TheFilm Best of luck my love # iloveyoulotofmyloveyou 5 june ke liye god bless you … https//t.co/P4zVjelg7G	positive
RT @ surender1703 @ ajinkyakamate8 @ Shiv _ prasad68 @ priya _ potdar Ajinkya Ji through the Bollywood films the feelings of Hinduism have always … 	neutral
@ 500Antagonist I ’ m proud of u too bb !!!! 💕💕💕 thank you it ’ s been lonely af but it ’ ll be okkk 	positive
@ HardikPatel _ Tre jaise dalal or bhadwa ko amit sah nai apna bagga hi kafi hai .... nalle failure sale 	negative
@ akhileshsharma1 NDTV me hi milenge . Wo to Congress Ko bhi sutron ke anusar jeeta rahe the Cong Ko . Hahaha 	negative
@ AshrafFem Ye kis jagah ki news hai is se zada important baat ye hai k ye Hamare Desh ki news hai Aur ye ghatna be … https//t.co/voMaltCa6K	neutral
@ anubhavsinha Sahab Garam Hava (1973) ke baad koi movie jo Dil ko chhu gayi woh apki movie Mulk hain Kudos to you … https//tco/Iap9WdDDg3	positive
@ bipi9890 @ mohammadSanazir @ SureshChavhanke Abe apni maa bhen ki chuddai khane wale baba ke beeg bsdk ab tere devi … https//tco/gpH6gj3VDd	negative
@ narendramodi @ SecretaryRoss Aapko Hardik subhkamnaye Jeet ki meri taraf se mai aapki bahut badi fan hu aapko sabse … https//t.co/EfUYes5t5U	positive
RT @ purnima7772 @ IExpressSports @ IndianExpress Iske bas ki hai bhi nahi Glti se famous ho gya kya dekh ke log sarpe chdha dete hain 	negative
@ narendramodi @ aanandlrai Manniye PM sir apko is naye BHARAT ki jeet ki bhut Subhkamnaye ..... kash ap jaise imandar … https//t.co/vyy2lcZcd8	positive
RT @ ithepandit @ geetv79 @ srivatsayb @ INCKarnataka @ BJP4Karnataka @ JanataDal _ S Local election me BJP EVM badal nahi shakti hai .. jab sabse … 	positive
@ narendramodi Namste sarji kurawli tahsil ka tehsildaar sdm ke Ades ka palan bhi nahi karne deta District Mainpuri … https//t.co/CAVIl4JxoF	neutral
Sir buhut buhut mubarak ho umrah @ HamidMirPAK https//tco/GWKPMapY2E	positive
Ajjj mujay andaza hua k ; Dill ko lgnaye walay ghumou m x xb x bra ghum Baiii ka h ..... Allah kbhi b kixi ko b uxk B … https//t.co/cLSEur2gmw	positive
@ 76Shadabkhan @ IsbUnited @ TheRealPCB Jaan laga do @ 76Shadabkhan bhai Insha Allah hm jeetenge Do your best our pr … https//tco/NccUBkqz38	positive
@ Khabar _ Bar Yeh BJP aur Godi Media Kay ghar ka mamla hain koi kyun bahar dalega woh sirf dusre party kay bare main … https//tco/elaweGRCVo	negative
@ AllIndiaBakchod Great to see you guys back 👍 @ thetanmay @ gkhamba @ mojorojo @ stupidusmaximus 	positive
Bewkoof ho tum ! Goosebumps aagye tumhare jaise logo ki vjh se to Pragya Thakur jaise log # MP ban gye Terror acc … https//tco/z57auKSoNr	neutral
24th Ramadan Kareem ! # 24thRamadanKareem # Happy # RamadanMubarak # Muslims # Rehmat # Maghfirat # Nijaat # 2k19 … https//tco/1zhZN6jZJ1	positive
The more you love The more it hurts 	neutral
@ Sunni _ Sunshyne Loool thank you Sunshine . See you soon 😉 	neutral
@ KishanM37159377 Nikal sale ko party se mai bhi bjp supporter hu per aise log party me nahi hona chahiye jo mahilao … https//t.co/b94GINcwkm	negative
@ azaibmengal1 @ marwat27826 @ sakhtarmengal @ NiazBugti48 kahan hain wo lanati punjabi jinhon ne balochistan ko kharab … https//t.co/f2gMtMY73l	negative
RT @ SwerveRique ✅7.3 GPA ✅ 7 trillion in scholarships ✅ accepted into every school in the world ✅ PERFECT ATTENDANCE ✅ was the principal … 	positive
@ sksingh543sk @ sudhirstar @ SudhirKumarLKO @ Benarasiyaa @ lkopolice @ Uppolice Jhoot bhi to bol RHA h ki gaadi ka numb … https//t.co/ZZJ8O6kcdl	negative
mera funnies ka reservoir empty ho gaya aaj se only sad boi hours 	neutral
@ PMOIndia PM modi g please sabse pehle aap India mein awara gomata ka kuch kijiye bahut bad condition in cows hungr … https//tco/39056YcIpO	neutral
@ mouxdh It used to be my favourite month but this ramdan I couldn ’ t really focus on anything 😕 	neutral
@ muraadofficial Hate kon karraha hai yr is bache ko 🤣🤣🤣 lkn iski batameezi ko promote krna theek nhi hai aage jab y … https//t.co/CNgHNQtWWA	negative
@ YatiSha08242381 Aukaat inki chillar ki bhi nhi hoti aur sab mayawati ki tarah paise kamana chahti hain inko laga i … https//t.co/3uJU77qtYB	negative
@ aapkadharam @ Virende75615144 Zindagi Phoolon Se muskurati Rahe Har Khushi aapke Daaman Mein Aati Rahi Khuda Se … https//tco/n4CmVkmsUu	neutral
@ lawliga @ MaryamNSharif Ap sab ko mubrak ho or Allah Sare dunyia k muslmano k sare guna made farmye or Sabi sari muskilye hal kare ameen 	positive
Jai shree ram @ MamataOfficial Aaj se daily subah main apko jai shree ram bolunga .. Jab tak aap khud se jai shree … https//t.co/9Z6Br5QLIE	negative
RT @ aisho2017 # kumkumbhagya darpoks 😬😏😂😂😂 Sharam nahi hai kya thodi si bhi band karo yei natak goodie goodie bane ki koi zaroorat nahi ab … 	negative
@ TarekFatah @ dawn _ com oye beshrm budday koi rift nhi hai inshallah ... sasti shuhrat k lye ajj kal tou Pakistan k baray mai tweet kr rha hai 	negative
@ Baat _ Sunoo @ DaPakistaniGyrl tum leke aougi warna tumhe bhi ghusne nahi dena meine 😠 ab senorita k peche mera hath … https//t.co/zovY5cDFWb	neutral
RT @ DrDeng9 Guttiya tweet par log jab sachhe javab dete hai to Fir sahan Nahi hota is Arfa ko aur ab Victim card Khelne Aa gayee Run h … 	positive
@ suhail _ khanzada @ ImtiazAlamSAFMA tuj jesay bharwo mai khud tattay nhi hai ke pakistan aa sako lakin apne suwar qua … https//tco/5psdzRBpIH	negative
@ Abbu _ BolTay _ hai Wow great 😍 I will ans the same 🤣🤣😂 	positive
@ ZeeNewsHindi @ AmitShah Home ministry kadak aur chatur aadmi chahiye is position ke liye . And he is perfect in both . 	positive
Kaash mein aisi shayari likhu Prabhu Shri Ram aapki yaad mein .. Aapki tasveer dikhai de Uske har alfaaz me ..... गर… https//t.co/v6qf1q7cm9	positive
@ zuhaib _ sheikh Ni rozay m kisi ko inbox ni 	neutral
@ anjanaomkashyap Suno Anjana Kashyap ji is chautha piddhi media ko Bhajpa Ke Samne Tum logo ne bhej diya hai Ab To … https//tco/Ai6dslariu	neutral
@ yadavakhilesh was a fool to trust Mayawati ! Shukr hai BJP ko 300 seats as gayee nahi toh yeh bua sabse pahle bhagt … https//t.co/lqnb23Tpps	negative
@ narendramodi177 kasham she bahut khushi hui sir ji Badhai ho aapko sir ji Mujhe umid thi ki sarkaar aapki hi ban … https//tco/daqdqIsJuk	positive
